variable_name,label,code,frequency,weighted_frequency,percent
OAC_30E,Y es,1,685,834257,2.7
OAC_30E,No,2,1347,1405688,4.6
OAC_30E,Valid skip,6,18226,28515240,92.7
OAC_30E,Don't know,7,0,0,0
OAC_30E,Refusal,8,0,0,0
OAC_30E,Not stated,9,0,0,0
OAC_30F,Y es,1,565,679936,2.2
OAC_30F,No,2,1467,1560009,5.1
OAC_30F,Valid skip,6,18226,28515240,92.7
OAC_30F,Don't know,7,0,0,0
OAC_30F,Refusal,8,0,0,0
OAC_30F,Not stated,9,0,0,0
OAC_30G,Y es,1,511,597006,1.9
OAC_30G,No,2,1521,1642939,5.3
OAC_30G,Valid skip,6,18226,28515240,92.7
OAC_30G,Don't know,7,0,0,0
OAC_30G,Refusal,8,0,0,0
OAC_30G,Not stated,9,0,0,0
OAC_30H,Y es,1,382,357251,1.2
OAC_30H,No,2,1650,1882694,6.1
OAC_30H,Valid skip,6,18226,28515240,92.7
OAC_30H,Don't know,7,0,0,0
OAC_30H,Refusal,8,0,0,0
OAC_30H,Not stated,9,0,0,0
CGH_100,Y es,1,2817,3844478,12.5
CGH_100,No,2,9474,18915384,61.5
CGH_100,Valid skip,6,7945,7953191,25.9
CGH_100,Don't know,7,0,0,0
CGH_100,Refusal,8,0,0,0
CGH_100,Not stated,9,22,42131,0.1
CGH_110,Y es,1,1840,1546526,5.0
CGH_110,No,2,6067,6371884,20.7
CGH_110,Valid skip,6,12313,22801993,74.1
CGH_110,Don't know,7,0,0,0
CGH_110,Refusal,8,0,0,0
CGH_110,Not stated,9,38,34781,0.1
CGH_120C,1,01,2636,3231935,10.5
CGH_120C,2,02,1223,1313596,4.3
CGH_120C,3,03,349,371295,1.2
CGH_120C,4,04,164,171411,0.6
CGH_120C,5,05,75,80033,0.3
CGH_120C,6,06,42,37766,0.1
CGH_120C,7 or more,07,111,112937,0.4
CGH_120C,Valid skip,96,15601,25364181,82.5
CGH_120C,Don't know,97,0,0,0
CGH_120C,Refusal,98,0,0,0
CGH_120C,Not stated,99,57,72032,0.2
AGEBEG1C,19 years and younger,01,317,604596,2.0
AGEBEG1C,20 to 29 years,02,546,867541,2.8
AGEBEG1C,30 to 39 years,03,703,859570,2.8
AGEBEG1C,40 to 49 years,04,1065,1189310,3.9
AGEBEG1C,50 to 59 years,05,1050,994790,3.2
AGEBEG1C,60 to 69 years,06,535,482632,1.6
AGEBEG1C,70 years and older,07,274,203824,0.7
AGEBEG1C,Valid skip,96,15658,25436213,82.7
AGEBEG1C,Don't know,97,0,0,0
AGEBEG1C,Refusal,98,0,0,0
AGEBEG1C,Not stated,99,110,116708,0.4
AGEEND1C,19 years and younger,01,141,313584,1.0
AGEEND1C,20 to 29 years,02,354,640421,2.1
AGEEND1C,30 to 39 years,03,549,768959,2.5
AGEEND1C,40 to 49 years,04,790,946464,3.1
AGEEND1C,50 to 59 years,05,1115,1083505,3.5
AGEEND1C,60 to 69 years,06,830,748419,2.4
AGEEND1C,70 years and older,07,453,359298,1.2
AGEEND1C,Valid skip,96,15658,25436213,82.7
AGEEND1C,Don't know,97,0,0,0
AGEEND1C,Refusal,98,0,0,0
AGEEND1C,Not stated,99,368,458322,1.5
AGEBEG2C,19 years and younger,01,128,205173,0.7
AGEBEG2C,20 to 29 years,02,221,276453,0.9
AGEBEG2C,30 to 39 years,03,319,370850,1.2
AGEBEG2C,40 to 49 years,04,497,506558,1.6
AGEBEG2C,50 to 59 years,05,431,389521,1.3
AGEBEG2C,60 to 69 years,06,223,205233,0.7
AGEBEG2C,70 years and older,07,80,55427,0.2
AGEBEG2C,Valid skip,96,18294,28668147,93.2
AGEBEG2C,Don't know,97,0,0,0
AGEBEG2C,Refusal,98,0,0,0
AGEBEG2C,Not stated,99,65,77822,0.3
AGEEND2C,19 years and younger,01,44,82903,0.3
AGEEND2C,20 to 29 years,02,164,216200,0.7
AGEEND2C,30 to 39 years,03,241,303774,1.0
AGEEND2C,40 to 49 years,04,382,418256,1.4
AGEEND2C,50 to 59 years,05,499,451819,1.5
AGEEND2C,60 to 69 years,06,322,295224,1.0
AGEEND2C,70 years and older,07,136,100259,0.3
AGEEND2C,Valid skip,96,18294,28668147,93.2
AGEEND2C,Don't know,97,0,0,0
AGEEND2C,Refusal,98,0,0,0
AGEEND2C,Not stated,99,176,218601,0.7
CGI125_1,Male,1,1858,2081992,6.8
CGI125_1,Female,2,2700,3182155,10.3
CGI125_1,Valid skip,6,15658,25436213,82.7
CGI125_1,Don't know,7,0,0,0
CGI125_1,Refusal,8,0,0,0
CGI125_1,Not stated,9,42,54825,0.2
CGI125_2,Male,1,850,865657,2.8
CGI125_2,Female,2,1080,1182566,3.8
CGI125_2,Valid skip,6,18294,28668147,93.2
CGI125_2,Don't know,7,0,0,0
CGI125_2,Refusal,8,0,0,0
CGI125_2,Not stated,9,34,38814,0.1
CGI125_3,Male,1,285,294719,1.0
CGI125_3,Female,2,425,438820,1.4
CGI125_3,Valid skip,6,19517,29981743,97.5
CGI125_3,Don't know,7,0,0,0
CGI125_3,Refusal,8,0,0,0
CGI125_3,Not stated,9,31,39903,0.1
CGI125_4,Male,1,153,148481,0.5
CGI125_4,Female,2,212,216536,0.7
CGI125_4,Valid skip,6,19866,30353038,98.7
CGI125_4,Don't know,7,0,0,0
CGI125_4,Refusal,8,0,0,0
CGI125_4,Not stated,9,27,37129,0.1
CGI125_5,Male,1,92,81424,0.3
CGI125_5,Female,2,110,113889,0.4
CGI125_5,Valid skip,6,20030,30524449,99.2
CGI125_5,Don't know,7,0,0,0
CGI125_5,Refusal,8,0,0,0
CGI125_5,Not stated,9,26,35422,0.1
CGI130G1,Y our spouse or partner,01,556,450382,1.5
CGI130G1,Y our son,02,95,131225,0.4
CGI130G1,Y our daughter,03,52,51830,0.2
CGI130G1,Y our parent,04,2146,2448491,8.0
CGI130G1,Other family members,05,1070,1526605,5.0
CGI130G1,Other,06,649,677887,2.2
CGI130G1,Valid skip,96,15658,25436213,82.7
CGI130G1,Don't know,97,0,0,0
CGI130G1,Refusal,98,0,0,0
CGI130G1,Not stated,99,32,32552,0.1
CGI130G2,Y our spouse or partner,01,72,47386,0.2
CGI130G2,Y our son,02,44,47234,0.2
CGI130G2,Y our daughter,03,20,12721,0.0
CGI130G2,Y our parent,04,777,777187,2.5
CGI130G2,Other family members,05,626,760097,2.5
CGI130G2,Other,06,398,413905,1.3
CGI130G2,Valid skip,96,18294,28668147,93.2
CGI130G2,Don't know,97,0,0,0
CGI130G2,Refusal,98,0,0,0
CGI130G2,Not stated,99,27,28506,0.1
CGE_100,Y es,1,3127,2996322,9.7
CGE_100,No,2,7586,8754756,28.5
CGE_100,Valid skip,6,9496,18957516,61.6
CGE_100,Don't know,7,0,0,0
CGE_100,Refusal,8,0,0,0
CGE_100,Not stated,9,49,46592,0.2
CGE_150,Y es,1,592,491197,1.6
CGE_150,No,2,1407,1139137,3.7
CGE_150,Valid skip,6,18256,29120065,94.7
CGE_150,Don't know,7,0,0,0
CGE_150,Refusal,8,0,0,0
CGE_150,Not stated,9,3,4786,0.0
CPE_20,Y es,1,1109,1128014,3.7
CPE_20,No,2,1744,1671941,5.4
CPE_20,Valid skip,6,17129,27758171,90.3
CPE_20,Don't know,7,0,0,0
CPE_20,Refusal,8,0,0,0
CPE_20,Not stated,9,276,197059,0.6
PEH_10,Y es,1,320,309464,1.0
PEH_10,No,2,1540,1440839,4.7
PEH_10,Valid skip,6,18376,28989085,94.3
PEH_10,Don't know,7,0,0,0
PEH_10,Refusal,8,0,0,0
PEH_10,Not stated,9,22,15796,0.1
CEH_10,Y es,1,219,202559,0.7
CEH_10,No,2,85,86974,0.3
CEH_10,Valid skip,6,19938,30445720,99.0
CEH_10,Don't know,7,0,0,0
CEH_10,Refusal,8,0,0,0
CEH_10,Not stated,9,16,19931,0.1
CEH_20,Y es,1,222,205140,0.7
CEH_20,No,2,82,78182,0.3
CEH_20,Valid skip,6,19938,30445720,99.0
CEH_20,Don't know,7,0,0,0
CEH_20,Refusal,8,0,0,0
CEH_20,Not stated,9,16,26142,0.1
CEH_30,Y es,1,193,189887,0.6
CEH_30,No,2,105,90232,0.3
CEH_30,Valid skip,6,19938,30445720,99.0
CEH_30,Don't know,7,0,0,0
CEH_30,Refusal,8,0,0,0
CEH_30,Not stated,9,22,29346,0.1
CEH_40,Y es,1,133,119857,0.4
CEH_40,No,2,143,132389,0.4
CEH_40,Valid skip,6,19938,30445720,99.0
CEH_40,Don't know,7,0,0,0
CEH_40,Refusal,8,0,0,0
CEH_40,Not stated,9,44,57218,0.2
CEH_50,Y es,1,158,149221,0.5
CEH_50,No,2,130,122841,0.4
CEH_50,Valid skip,6,19938,30445720,99.0
CEH_50,Don't know,7,0,0,0
CEH_50,Refusal,8,0,0,0
CEH_50,Not stated,9,32,37402,0.1
CEH_60,Y es,1,247,243213,0.8
CEH_60,No,2,56,46179,0.2
CEH_60,Valid skip,6,19938,30445720,99.0
CEH_60,Don't know,7,0,0,0
CEH_60,Refusal,8,0,0,0
CEH_60,Not stated,9,17,20073,0.1
CEH_70,Y es,1,53,48478,0.2
CEH_70,No,2,212,199477,0.6
CEH_70,Valid skip,6,19938,30445720,99.0
CEH_70,Don't know,7,0,0,0
CEH_70,Refusal,8,0,0,0
CEH_70,Not stated,9,55,61509,0.2
CCL_10,Y es,1,389,356267,1.2
CCL_10,No,2,2731,2625069,8.5
CCL_10,Valid skip,6,17131,27758863,90.3
CCL_10,Don't know,7,0,0,0
CCL_10,Refusal,8,0,0,0
CCL_10,Not stated,9,7,14986,0.0
CCL_20,Y es,1,61,49306,0.2
CCL_20,No,2,200,147452,0.5
CCL_20,Valid skip,6,19997,30558427,99.4
CCL_20,Don't know,7,0,0,0
CCL_20,Refusal,8,0,0,0
CCL_20,Not stated,9,0,0,0
ICL_100,Very well,1,1762,1622892,5.3
ICL_100,Generally well,2,3337,3465226,11.3
ICL_100,Not very well,3,466,552875,1.8
ICL_100,Not well at all,4,84,75993,0.2
ICL_100,Valid skip,6,14574,25004585,81.3
ICL_100,Don't know,7,0,0,0
ICL_100,Refusal,8,0,0,0
ICL_100,Not stated,9,35,33613,0.1
ICL_110,Y es,1,1392,1559365,5.1
ICL_110,No,2,1387,1410346,4.6
ICL_110,Valid skip,6,17419,27703236,90.1
ICL_110,Don't know,7,0,0,0
ICL_110,Refusal,8,0,0,0
ICL_110,Not stated,9,60,82237,0.3
ICL_120,Y es,1,1404,1567057,5.1
ICL_120,No,2,2747,2374272,7.7
ICL_120,Valid skip,6,16001,26730784,86.9
ICL_120,Don't know,7,0,0,0
ICL_120,Refusal,8,0,0,0
ICL_120,Not stated,9,106,83071,0.3
ICL_130,Y es,1,1836,1909971,6.2
ICL_130,No,2,3754,3758492,12.2
ICL_130,Valid skip,6,14574,25004585,81.3
ICL_130,Don't know,7,0,0,0
ICL_130,Refusal,8,0,0,0
ICL_130,Not stated,9,94,82137,0.3
ICL_135,Y es,1,2780,2814902,9.2
ICL_135,No,2,2831,2875674,9.4
ICL_135,Valid skip,6,14574,25004585,81.3
ICL_135,Don't know,7,0,0,0
ICL_135,Refusal,8,0,0,0
ICL_135,Not stated,9,73,60023,0.2
ICL_140,Y es,1,3049,3118088,10.1
ICL_140,No,2,2560,2563272,8.3
ICL_140,Valid skip,6,14574,25004585,81.3
ICL_140,Don't know,7,0,0,0
ICL_140,Refusal,8,0,0,0
ICL_140,Not stated,9,75,69240,0.2
ICL_150,Y es,1,3275,3321446,10.8
ICL_150,No,2,2340,2343846,7.6
ICL_150,Valid skip,6,14574,25004585,81.3
ICL_150,Don't know,7,0,0,0
ICL_150,Refusal,8,0,0,0
ICL_150,Not stated,9,69,85308,0.3
ICL_152,Y es,1,1884,1831132,6.0
ICL_152,No,2,3677,3793033,12.3
ICL_152,Valid skip,6,14574,25004585,81.3
ICL_152,Don't know,7,0,0,0
ICL_152,Refusal,8,0,0,0
ICL_152,Not stated,9,123,126434,0.4
ICL_154,Y es,1,1525,1506926,4.9
ICL_154,No,2,4023,4107375,13.4
ICL_154,Valid skip,6,14574,25004585,81.3
ICL_154,Don't know,7,0,0,0
ICL_154,Refusal,8,0,0,0
ICL_154,Not stated,9,136,136299,0.4
ICL_160,Y es,1,2362,2402045,7.8
ICL_160,No,2,3252,3290898,10.7
ICL_160,Valid skip,6,14574,25004585,81.3
ICL_160,Don't know,7,0,0,0
ICL_160,Refusal,8,0,0,0
ICL_160,Not stated,9,70,57657,0.2
ICL_170,Y es,1,1935,1945125,6.3
ICL_170,No,2,3649,3705861,12.0
ICL_170,Valid skip,6,14574,25004585,81.3
ICL_170,Don't know,7,0,0,0
ICL_170,Refusal,8,0,0,0
ICL_170,Not stated,9,100,99614,0.3
ICL_180,Y es,1,379,361492,1.2
ICL_180,No,2,5193,5278007,17.2
ICL_180,Valid skip,6,14574,25004585,81.3
ICL_180,Don't know,7,0,0,0
ICL_180,Refusal,8,0,0,0
ICL_180,Not stated,9,112,111101,0.4
ICL_210,Y es,1,1799,1865195,6.1
ICL_210,No,2,3860,3865514,12.6
ICL_210,Valid skip,6,14574,25004585,81.3
ICL_210,Don't know,7,0,0,0
ICL_210,Refusal,8,0,0,0
ICL_210,Not stated,9,25,19891,0.1
ICB_10,Y es,1,1972,2008463,6.5
ICB_10,No,2,3321,3233862,10.5
ICB_10,Don't exercise,3,360,478153,1.6
ICB_10,Valid skip,6,14574,25004585,81.3
ICB_10,Don't know,7,0,0,0
ICB_10,Refusal,8,0,0,0
ICB_10,Not stated,9,31,30121,0.1
ICB_15,Increased,1,127,135550,0.4
ICB_15,Decreased,2,1838,1866626,6.1
ICB_15,Valid skip,6,18286,28746721,93.5
ICB_15,Don't know,7,0,0,0
ICB_15,Refusal,8,0,0,0
ICB_15,Not stated,9,7,6287,0.0
ICB_20,Y es,1,1421,1455229,4.7
ICB_20,No,2,4228,4257128,13.8
ICB_20,Valid skip,6,14574,25004585,81.3
ICB_20,Don't know,7,0,0,0
ICB_20,Refusal,8,0,0,0
ICB_20,Not stated,9,35,38242,0.1
ICB_25,More healthy,1,270,290539,0.9
ICB_25,Less healthy,2,1141,1157176,3.8
ICB_25,Valid skip,6,18837,29299955,95.3
ICB_25,Don't know,7,0,0,0
ICB_25,Refusal,8,0,0,0
ICB_25,Not stated,9,10,7514,0.0
ICB_30,Y es,1,408,425707,1.4
ICB_30,No,2,3607,3438075,11.2
ICB_30,Don't drink alcohol,3,1650,1868020,6.1
ICB_30,Valid skip,6,14574,25004585,81.3
ICB_30,Don't know,7,0,0,0
ICB_30,Refusal,8,0,0,0
ICB_30,Not stated,9,19,18798,0.1
ICB_35GR,Increase or start drinking,1,336,354705,1.2
ICB_35GR,Decrease or stop drinking,2,72,71002,0.2
ICB_35GR,Valid skip,6,19850,30329478,98.6
ICB_35GR,Don't know,7,0,0,0
ICB_35GR,Refusal,8,0,0,0
ICB_35GR,Not stated,9,0,0,0
ICB_40,Y es,1,259,270762,0.9
ICB_40,No,2,1506,1457483,4.7
ICB_40,Don't smoke,3,3897,4002166,13.0
ICB_40,Valid skip,6,14574,25004585,81.3
ICB_40,Don't know,7,0,0,0
ICB_40,Refusal,8,0,0,0
ICB_40,Not stated,9,22,20189,0.1
ICB_45,smoke,1,178,183457,0.6
ICB_45,smoke,2,35,24850,0.1
ICB_45,Stop smoking,3,19,21927,0.1
ICB_45,Start smoking,4,26,38468,0.1
ICB_45,Valid skip,6,19999,30484423,99.1
ICB_45,Don't know,7,0,0,0
ICB_45,Refusal,8,0,0,0
ICB_45,Not stated,9,1,2059,0.0
ICP_10,Y es,1,1672,1679511,5.5
ICP_10,No,2,3975,4034103,13.1
ICP_10,Valid skip,6,14574,25004585,81.3
ICP_10,Don't know,7,0,0,0
ICP_10,Refusal,8,0,0,0
ICP_10,Not stated,9,37,36986,0.1
ICP_15,Very strenuous,1,312,304077,1.0
ICP_15,Strenuous,2,583,643094,2.1
ICP_15,Somewhat strenuous,3,2123,2152158,7.0
ICP_15,Not at all strenuous,4,2630,2620805,8.5
ICP_15,Valid skip,6,14574,25004585,81.3
ICP_15,Don't know,7,0,0,0
ICP_15,Refusal,8,0,0,0
ICP_15,Not stated,9,36,30465,0.1
ICP_20,Never,1,4154,4181584,13.6
ICP_20,Once,2,478,528434,1.7
ICP_20,2 to 3 times,3,552,546299,1.8
ICP_20,4 or more times,4,469,466839,1.5
ICP_20,Valid skip,6,14574,25004585,81.3
ICP_20,Don't know,7,0,0,0
ICP_20,Refusal,8,0,0,0
ICP_20,Not stated,9,31,27444,0.1
ICP_25,Y es,1,161,155622,0.5
ICP_25,No,2,3986,4018841,13.1
ICP_25,Valid skip,6,16104,26573601,86.4
ICP_25,Don't know,7,0,0,0
ICP_25,Refusal,8,0,0,0
ICP_25,Not stated,9,7,7121,0.0
ICP_30,Y es,1,369,369107,1.2
ICP_30,No,2,5272,5309235,17.3
ICP_30,Valid skip,6,14574,25004585,81.3
ICP_30,Don't know,7,0,0,0
ICP_30,Refusal,8,0,0,0
ICP_30,Not stated,9,43,72258,0.2
ICP_35,One injury,1,221,198567,0.6
ICP_35,More than one injury,2,145,168064,0.5
ICP_35,Valid skip,6,19889,30386077,98.8
ICP_35,Don't know,7,0,0,0
ICP_35,Refusal,8,0,0,0
ICP_35,Not stated,9,3,2476,0.0
ICP_40,Y es,1,311,296755,1.0
ICP_40,No,2,46,64282,0.2
ICP_40,Valid skip,6,19889,30386077,98.8
ICP_40,Don't know,7,0,0,0
ICP_40,Refusal,8,0,0,0
ICP_40,Not stated,9,12,8070,0.0
ICP_50,Y es,1,253,237152,0.8
ICP_50,No,2,109,124294,0.4
ICP_50,Valid skip,6,19889,30386077,98.8
ICP_50,Don't know,7,0,0,0
ICP_50,Refusal,8,0,0,0
ICP_50,Not stated,9,7,7660,0.0
ICP_60,Y es,1,112,104687,0.3
ICP_60,No,2,239,251286,0.8
ICP_60,Valid skip,6,19889,30386077,98.8
ICP_60,Don't know,7,0,0,0
ICP_60,Refusal,8,0,0,0
ICP_60,Not stated,9,18,13134,0.0
ICP_70,Y es,1,95,93035,0.3
ICP_70,No,2,116,126704,0.4
ICP_70,Valid skip,6,20041,30527686,99.3
ICP_70,Don't know,7,0,0,0
ICP_70,Refusal,8,0,0,0
ICP_70,Not stated,9,6,7759,0.0
ICS_10,Y es,1,2294,2417991,7.9
ICS_10,No,2,3307,3239912,10.5
ICS_10,Valid skip,6,14612,25050297,81.5
ICS_10,Don't know,7,0,0,0
ICS_10,Refusal,8,0,0,0
ICS_10,Not stated,9,45,46985,0.2
ICS_20,Y es,1,2543,2517585,8.2
ICS_20,No,2,573,587496,1.9
ICS_20,Stayed the same,3,2488,2560096,8.3
ICS_20,Valid skip,6,14612,25050297,81.5
ICS_20,Don't know,7,0,0,0
ICS_20,Refusal,8,0,0,0
ICS_20,Not stated,9,42,39711,0.1
ICS_30,Very rewarding,1,1424,1336377,4.3
ICS_30,Rewarding,2,1746,1758133,5.7
ICS_30,Somewhat rewarding,3,1735,1766034,5.7
ICS_30,Not at all rewarding,4,653,764816,2.5
ICS_30,Valid skip,6,14612,25050297,81.5
ICS_30,Don't know,7,0,0,0
ICS_30,Refusal,8,0,0,0
ICS_30,Not stated,9,88,79527,0.3
ICS_40,Very stressful,1,785,778840,2.5
ICS_40,Stressful,2,1094,1139182,3.7
ICS_40,Somewhat stressful,3,2346,2295263,7.5
ICS_40,Not at all stressful,4,1394,1469176,4.8
ICS_40,Valid skip,6,14612,25050297,81.5
ICS_40,Don't know,7,0,0,0
ICS_40,Refusal,8,0,0,0
ICS_40,Not stated,9,27,22427,0.1
FIS_10A,Y es,1,2302,2300442,7.5
FIS_10A,No,2,1923,1912843,6.2
FIS_10A,Valid skip,6,16033,26541900,86.3
FIS_10A,Don't know,7,0,0,0
FIS_10A,Refusal,8,0,0,0
FIS_10A,Not stated,9,0,0,0
FIS_10B,Y es,1,2034,2057821,6.7
FIS_10B,No,2,2191,2155464,7.0
FIS_10B,Valid skip,6,16033,26541900,86.3
FIS_10B,Don't know,7,0,0,0
FIS_10B,Refusal,8,0,0,0
FIS_10B,Not stated,9,0,0,0
FIS_10C,Y es,1,1467,1394897,4.5
FIS_10C,No,2,2758,2818388,9.2
FIS_10C,Valid skip,6,16033,26541900,86.3
FIS_10C,Don't know,7,0,0,0
FIS_10C,Refusal,8,0,0,0
FIS_10C,Not stated,9,0,0,0
FIS_10D,Y es,1,2387,2219781,7.2
FIS_10D,No,2,1838,1993504,6.5
FIS_10D,Valid skip,6,16033,26541900,86.3
FIS_10D,Don't know,7,0,0,0
FIS_10D,Refusal,8,0,0,0
FIS_10D,Not stated,9,0,0,0
FIS_10E,Y es,1,1297,1372145,4.5
FIS_10E,No,2,2928,2841139,9.2
FIS_10E,Valid skip,6,16033,26541900,86.3
FIS_10E,Don't know,7,0,0,0
FIS_10E,Refusal,8,0,0,0
FIS_10E,Not stated,9,0,0,0
FIS_10F,Y es,1,1214,1205466,3.9
FIS_10F,No,2,3011,3007819,9.8
FIS_10F,Valid skip,6,16033,26541900,86.3
FIS_10F,Don't know,7,0,0,0
FIS_10F,Refusal,8,0,0,0
FIS_10F,Not stated,9,0,0,0
FIS_10G,Y es,1,1711,1761211,5.7
FIS_10G,No,2,2514,2452074,8.0
FIS_10G,Valid skip,6,16033,26541900,86.3
FIS_10G,Don't know,7,0,0,0
FIS_10G,Refusal,8,0,0,0
FIS_10G,Not stated,9,0,0,0
FIS_10H,Y es,1,2157,2170835,7.1
FIS_10H,No,2,2068,2042450,6.6
FIS_10H,Valid skip,6,16033,26541900,86.3
FIS_10H,Don't know,7,0,0,0
FIS_10H,Refusal,8,0,0,0
FIS_10H,Not stated,9,0,0,0
FIS_10I,Y es,1,365,292353,1.0
FIS_10I,No,2,3860,3920932,12.7
FIS_10I,Valid skip,6,16033,26541900,86.3
FIS_10I,Don't know,7,0,0,0
FIS_10I,Refusal,8,0,0,0
FIS_10I,Not stated,9,0,0,0
CRH_10,Y es,1,3327,3337417,10.9
CRH_10,No,2,2243,2295308,7.5
CRH_10,Valid skip,6,14612,25050297,81.5
CRH_10,Don't know,7,0,0,0
CRH_10,Refusal,8,0,0,0
CRH_10,Not stated,9,76,72163,0.2
CRH_20,Y es,1,3567,3519507,11.4
CRH_20,No,2,1997,2106532,6.8
CRH_20,Valid skip,6,14612,25050297,81.5
CRH_20,Don't know,7,0,0,0
CRH_20,Refusal,8,0,0,0
CRH_20,Not stated,9,82,78848,0.3
CRH_30,Y es,1,2320,2371777,7.7
CRH_30,No,2,3170,3177737,10.3
CRH_30,Valid skip,6,14612,25050297,81.5
CRH_30,Don't know,7,0,0,0
CRH_30,Refusal,8,0,0,0
CRH_30,Not stated,9,156,155373,0.5
CRH_35,Y es,1,1368,1317084,4.3
CRH_35,No,2,4084,4175102,13.6
CRH_35,Valid skip,6,14612,25050297,81.5
CRH_35,Don't know,7,0,0,0
CRH_35,Refusal,8,0,0,0
CRH_35,Not stated,9,194,212703,0.7
CRH_40,Y es,1,2307,2328683,7.6
CRH_40,No,2,3179,3225157,10.5
CRH_40,Valid skip,6,14612,25050297,81.5
CRH_40,Don't know,7,0,0,0
CRH_40,Refusal,8,0,0,0
CRH_40,Not stated,9,160,151047,0.5
CRH_50,Y es,1,1273,1319130,4.3
CRH_50,No,2,4173,4180644,13.6
CRH_50,Valid skip,6,14612,25050297,81.5
CRH_50,Don't know,7,0,0,0
CRH_50,Refusal,8,0,0,0
CRH_50,Not stated,9,200,205113,0.7
CRH_60,Y es,1,1466,1434494,4.7
CRH_60,No,2,3976,4056968,13.2
CRH_60,Valid skip,6,14612,25050297,81.5
CRH_60,Don't know,7,0,0,0
CRH_60,Refusal,8,0,0,0
CRH_60,Not stated,9,204,213426,0.7
CRH_70,Y es,1,761,783144,2.5
CRH_70,No,2,4770,4799371,15.6
CRH_70,Valid skip,6,14612,25050297,81.5
CRH_70,Don't know,7,0,0,0
CRH_70,Refusal,8,0,0,0
CRH_70,Not stated,9,115,122373,0.4
CRH_80,Y es,1,2366,2327964,7.6
CRH_80,No,2,3228,3313542,10.8
CRH_80,Valid skip,6,14612,25050297,81.5
CRH_80,Don't know,7,0,0,0
CRH_80,Refusal,8,0,0,0
CRH_80,Not stated,9,52,63381,0.2
CRH_90,Y es,1,389,322593,1.0
CRH_90,No,2,5201,5321448,17.3
CRH_90,Valid skip,6,14612,25050297,81.5
CRH_90,Don't know,7,0,0,0
CRH_90,Refusal,8,0,0,0
CRH_90,Not stated,9,56,60847,0.2
CMC_10,Y es,1,2285,2251883,7.3
CMC_10,No,2,3316,3410855,11.1
CMC_10,Valid skip,6,14612,25050297,81.5
CMC_10,Don't know,7,0,0,0
CMC_10,Refusal,8,0,0,0
CMC_10,Not stated,9,45,42150,0.1
CMC_20A,Y es,1,1389,1340992,4.4
CMC_20A,No,2,896,910891,3.0
CMC_20A,Valid skip,6,17973,28503301,92.7
CMC_20A,Don't know,7,0,0,0
CMC_20A,Refusal,8,0,0,0
CMC_20A,Not stated,9,0,0,0
CMC_20B,Y es,1,415,392951,1.3
CMC_20B,No,2,1870,1858932,6.0
CMC_20B,Valid skip,6,17973,28503301,92.7
CMC_20B,Don't know,7,0,0,0
CMC_20B,Refusal,8,0,0,0
CMC_20B,Not stated,9,0,0,0
CMC_20C,Y es,1,1302,1240314,4.0
CMC_20C,No,2,983,1011569,3.3
CMC_20C,Valid skip,6,17973,28503301,92.7
CMC_20C,Don't know,7,0,0,0
CMC_20C,Refusal,8,0,0,0
CMC_20C,Not stated,9,0,0,0
CMC_20D,Y es,1,953,937118,3.0
CMC_20D,No,2,1332,1314765,4.3
CMC_20D,Valid skip,6,17973,28503301,92.7
CMC_20D,Don't know,7,0,0,0
CMC_20D,Refusal,8,0,0,0
CMC_20D,Not stated,9,0,0,0
CMC_20E,Y es,1,1257,1267366,4.1
CMC_20E,No,2,1028,984517,3.2
CMC_20E,Valid skip,6,17973,28503301,92.7
CMC_20E,Don't know,7,0,0,0
CMC_20E,Refusal,8,0,0,0
CMC_20E,Not stated,9,0,0,0
CMC_20F,Y es,1,451,478831,1.6
CMC_20F,No,2,1834,1773052,5.8
CMC_20F,Valid skip,6,17973,28503301,92.7
CMC_20F,Don't know,7,0,0,0
CMC_20F,Refusal,8,0,0,0
CMC_20F,Not stated,9,0,0,0
CMC_20G,Y es,1,236,190308,0.6
CMC_20G,No,2,2049,2061576,6.7
CMC_20G,Valid skip,6,17973,28503301,92.7
CMC_20G,Don't know,7,0,0,0
CMC_20G,Refusal,8,0,0,0
CMC_20G,Not stated,9,0,0,0
CMC_30,Y es,1,369,328187,1.1
CMC_30,No,2,1909,1910537,6.2
CMC_30,Valid skip,6,17973,28503301,92.7
CMC_30,Don't know,7,0,0,0
CMC_30,Refusal,8,0,0,0
CMC_30,Not stated,9,7,13159,0.0
ICF_210,Y es,1,679,777503,2.5
ICF_210,No,2,4949,4908655,16.0
ICF_210,Valid skip,6,14612,25050297,81.5
ICF_210,Don't know,7,0,0,0
ICF_210,Refusal,8,0,0,0
ICF_210,Not stated,9,18,18729,0.1
ICF_220,Y es,1,726,793617,2.6
ICF_220,No,2,4903,4894814,15.9
ICF_220,Valid skip,6,14612,25050297,81.5
ICF_220,Don't know,7,0,0,0
ICF_220,Refusal,8,0,0,0
ICF_220,Not stated,9,17,16457,0.1
ICF_230,Y es,1,464,448035,1.5
ICF_230,No,2,5161,5234734,17.0
ICF_230,Valid skip,6,14612,25050297,81.5
ICF_230,Don't know,7,0,0,0
ICF_230,Refusal,8,0,0,0
ICF_230,Not stated,9,21,22119,0.1
ICF_240,Y es,1,3029,2951904,9.6
ICF_240,No,2,2603,2739718,8.9
ICF_240,Valid skip,6,14612,25050297,81.5
ICF_240,Don't know,7,0,0,0
